token,freq_total,n_derecha,n_izquierda,prop_derecha,feenberg_dominante,prop_instrumentalismo,prop_determinismo,prop_sustantivismo,prop_teoria_critica,construccion_dominante,narrativa_dominante,prop_instr_narrativa,prop_det_optimista,prop_det_pesimista,prop_solucionismo,prop_tecnopoder,dominio_dominante
deudores,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
devastación,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,agricultura
dfondo,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
dga,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
diabéticos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,energia
diagnóstico,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
diagnósticos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
diari,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
diariamente,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
dicen,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,economia
dichas,2,1,1,0.5,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
dicho,5,0,5,0,INSTRUMENTALISMO,0.6,0.2,0,0.2,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.2,0.2,0.6,0,ciencia_innovacion
dichos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
diciembre,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,ciencia_innovacion
diciendo,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
diego,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
dieron,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
diesel,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diez,6,1,5,0.16666666666666666,INSTRUMENTALISMO,0.8333333333333334,0,0,0.16666666666666666,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.5,0.16666666666666666,infraestructura
diferencia,5,4,1,0.8,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.6,0,0.4,0,ciencia_innovacion
diferente,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
diferentes,4,2,2,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0.25,0,0.25,0,ciencia_innovacion
dificultades,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
difícil,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,economia
difíciles,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
digital,79,46,33,0.5822784810126582,INSTRUMENTALISMO,0.9240506329113924,0.02531645569620253,0,0.05063291139240506,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.10126582278481013,0.35443037974683544,0,0.5443037974683544,0,telecomunicaciones
digitales,7,5,2,0.7142857142857143,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5714285714285714,0,0.42857142857142855,0,telecomunicaciones
digitalización,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
digitalizados,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
digitalizar,4,1,3,0.25,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
digitalmente,4,1,3,0.25,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,telecomunicaciones
dignidad,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,economia
digo,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
dije,4,1,3,0.25,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
dijimos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
dijo,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
dimensiones,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
dimos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
dinamismo,4,1,3,0.25,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.25,0,0,0.75,0,ciencia_innovacion
dinero,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
dineros,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
dinámica,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
dinámico,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
dio,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
dios,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diputados,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
dirección,5,3,2,0.6,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2,0,0,0.8,0,economia
directa,4,1,3,0.25,INSTRUMENTALISMO,0.75,0.25,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.5,0.5,0,0,0,general
directamente,4,0,4,0,INSTRUMENTALISMO,0.75,0,0,0.25,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.25,0.5,0,0.25,0,ciencia_innovacion
directas,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
directivos,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
directores,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
dirán,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
dis,8,0,8,0,INSTRUMENTALISMO,0.625,0,0,0.375,NINGUNO,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
discapacidad,2,1,1,0.5,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.5,0.5,0,0,0,telecomunicaciones
discapacitados,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
discos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
discurso,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
discute,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
discutiendo,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diseñado,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
diseñaremos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
diseño,5,2,3,0.4,INSTRUMENTALISMO,0.8,0,0,0.2,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2,0.2,0.2,0.4,0,infraestructura
disfrutar,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
disgregados,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
disminución,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.5,0.5,0,0,0,NA
disminuir,3,2,1,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,economia
disminuya,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
dispondrá,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
dispondrán,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
dispone,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
disponemos,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
disponer,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
disponibilidad,4,3,1,0.75,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.25,0.25,0,0.5,0,agricultura
disponible,6,3,3,0.5,INSTRUMENTALISMO,0.6666666666666666,0.16666666666666666,0,0.16666666666666666,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.16666666666666666,0.6666666666666666,0,0.16666666666666666,0,telecomunicaciones
disponibles,4,1,3,0.25,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.75,0,0.25,0,educacion
disposición,6,2,4,0.3333333333333333,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,telecomunicaciones
dispuesto,2,1,1,0.5,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.5,0.5,0,0,0,infraestructura
disputar,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
disrninu1dc,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
distancia,6,5,1,0.8333333333333334,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,telecomunicaciones
distancias,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
distinta,2,0,2,0,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
distintas,7,4,3,0.5714285714285714,INSTRUMENTALISMO,0.8571428571428571,0,0,0.14285714285714285,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2857142857142857,0.14285714285714285,0,0.5714285714285714,0,infraestructura
distinto,1,0,1,0,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
distintos,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
distribución,3,3,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,energia
distribuidas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
distribuidos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
disuasión,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
diversa,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diversas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
diversidad,5,0,5,0,INSTRUMENTALISMO,0.8,0.2,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.2,0,0.8,0,ciencia_innovacion
diversificaba,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
diversificación,6,0,6,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,ciencia_innovacion
diversificada,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diversificar,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diversos,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,mineria
división,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diálogo,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
diálogos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
dl·bs,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
do42,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
doblar,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
doble,5,1,4,0.2,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.8,0,0,0.2,0,infraestructura
docadón,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
doce,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
docentes,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
doctorado,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
doctorados,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
doctrinarismos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
documento,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
documentos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
dolor,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
dolorosa,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
dominador,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
dominando,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
dominen,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
doméstica,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
don,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
donación,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
dos,30,10,20,0.3333333333333333,INSTRUMENTALISMO,0.9666666666666667,0.03333333333333333,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3,0.13333333333333333,0,0.5666666666666667,0,ciencia_innovacion
doscientos,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
dosis,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
dotación,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,agricultura
dotada,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
dotadas,1,0,1,0,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
dotado,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,seguridad
dotados,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
dotarlos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,salud
doñihue,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,agricultura
dps,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
drnri:m1t,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
droga,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,infraestructura
drogas,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
drones,3,2,1,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,seguridad
drásticamente,1,0,1,0,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,DETERMINISMO PESIMISTA,0,0,1,0,0,NA
dt1mos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
dtiwnce,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
duda,8,1,7,0.125,INSTRUMENTALISMO,0.875,0,0,0.125,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
duela,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
dueñas,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
duplicamos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
duplicando,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
duplicar,6,2,4,0.3333333333333333,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.16666666666666666,0,0.8333333333333334,0,educacion
duplicaremos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,educacion
duplicaron,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
duplicará,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
duplicó,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,economia
dureza,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,general
duro,4,2,2,0.5,INSTRUMENTALISMO,0.75,0,0,0.25,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
débil,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
década,9,1,8,0.1111111111111111,INSTRUMENTALISMO,0.8888888888888888,0,0,0.1111111111111111,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2222222222222222,0.1111111111111111,0,0.6666666666666666,0,economia
décadas,6,3,3,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.16666666666666666,0.16666666666666666,0,0.6666666666666666,0,ciencia_innovacion
décima,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,telecomunicaciones
déficit,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
días,10,10,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.1,0.5,0,0.4,0,economia
dólares,17,2,15,0.11764705882352941,INSTRUMENTALISMO,0.7647058823529411,0.11764705882352941,0,0.11764705882352941,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.23529411764705882,0.29411764705882354,0,0.47058823529411764,0,ciencia_innovacion
dónde,3,2,1,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,educacion
echaremos,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
ecología,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
